iter	Logloss
415	0.3837949152
416	0.3836369501
417	0.383478276
418	0.3833462542
419	0.3831480374
420	0.3829526147
421	0.3828006198
422	0.3826177335
423	0.3823506394
424	0.3821139213
425	0.3818008385
426	0.3816469921
427	0.381403239
428	0.3811205726
429	0.3809091753
430	0.3807129095
431	0.3805215705
432	0.3803505712
433	0.3800316443
434	0.3798635101
435	0.3797034679
436	0.3794670015
437	0.3793518752
438	0.3791191651
439	0.3788622832
440	0.3785176153
441	0.3782022399
442	0.3779602422
443	0.3778222728
444	0.3776248178
445	0.3774234451
446	0.3771258737
447	0.376999203
448	0.376729029
449	0.3766066095
450	0.3762741271
451	0.3760257022
452	0.3758797543
453	0.3757282269
454	0.3754560784
455	0.3753232606
456	0.3751613041
457	0.3749019242
458	0.3746690329
459	0.3744957901
460	0.3743463698
461	0.3741317483
462	0.3738962479
463	0.3736337909
464	0.3733723332
465	0.3732586992
466	0.3731461515
467	0.3729332895
468	0.3727258268
469	0.3726453639
470	0.3725562669
471	0.372322744
472	0.3721372831
473	0.3719573071
474	0.3717497709
475	0.3715807981
476	0.3713279172
477	0.3711537269
478	0.3709927813
479	0.3707886202
480	0.3705732
481	0.3702709179
482	0.3701818702
483	0.3699726809
484	0.3697491126
485	0.3695699302
486	0.3693729961
487	0.369289825
488	0.3690191652
489	0.3689480584
490	0.3686388955
491	0.3684669942
492	0.3683149736
493	0.3681295229
494	0.3678660522
495	0.3676276533
496	0.3674000919
497	0.3671774789
498	0.366924209
499	0.3667345239
500	0.3664678564
501	0.3662839444
502	0.3661073045
503	0.365978433
504	0.3657244698
505	0.3654493561
506	0.365221937
507	0.3650400047
508	0.3648632652
509	0.3646074703
510	0.3643940992
511	0.364246462
512	0.3640683727
513	0.3638631975
514	0.3636632229
515	0.3634641798
516	0.3631957556
517	0.3629182845
518	0.3627533046
519	0.3625974082
520	0.3624439318
521	0.3622225713
522	0.3619443564
523	0.3616779179
524	0.3614311752
525	0.3613104899
526	0.3609549295
527	0.3607500466
528	0.3605071426
529	0.360342946
530	0.360122668
531	0.3598209393
532	0.3595633006
533	0.3593702302
534	0.35927666
535	0.3590889673
536	0.3589300496
537	0.3587611695
538	0.3584705873
539	0.3583221641
540	0.3581834015
541	0.3580635272
542	0.3578547383
543	0.357607091
544	0.3573816909
545	0.3572765973
546	0.3570863076
547	0.3569009984
548	0.3566897145
549	0.3564218557
550	0.3561443105
551	0.3559167992
552	0.355723044
553	0.3555988377
554	0.3553668168
555	0.3551451396
556	0.3549715081
557	0.3548867673
558	0.3546991547
559	0.3545920986
560	0.354399556
561	0.3542632708
562	0.3540580623
563	0.3538222819
564	0.3536440889
565	0.3534420747
566	0.3533671245
567	0.3532347973
568	0.3530339445
569	0.3529223232
570	0.3527588675
571	0.3524906646
572	0.352287441
573	0.3520192386
574	0.3518365021
575	0.3515945071
576	0.3513412219
577	0.3511958427
578	0.3510834846
579	0.3508392535
580	0.3507339787
581	0.3504710442
582	0.350275522
583	0.3500699556
584	0.349858357
585	0.3496198262
586	0.3494829082
587	0.3493551025
588	0.3491450237
589	0.3489333399
590	0.3487479632
591	0.348413446
592	0.3482206492
593	0.348025556
594	0.3477752162
595	0.3475507807
596	0.3473506092
597	0.347175115
598	0.3469978397
599	0.3468855735
600	0.3466896008
601	0.3465266592
602	0.3462780653
603	0.346038793
604	0.3459011114
605	0.3457702685
606	0.3456939188
607	0.3454884385
608	0.3452128656
609	0.3450798003
610	0.3448562353
611	0.3445698051
612	0.3444188056
613	0.3441580778
614	0.3439985832
615	0.343843658
616	0.343623296
617	0.343462522
618	0.3433252236
619	0.3431596453
620	0.3430397183
621	0.3428332426
622	0.3426433363
623	0.3424476387
624	0.3421627742
625	0.3419059757
626	0.3416751292
627	0.3414939676
628	0.3412418448
629	0.3411256466
630	0.3408420638
631	0.3406282781
632	0.3404484853
633	0.340341648
634	0.3400472014
635	0.3397585886
636	0.3396669615
637	0.3395691242
638	0.3392917782
639	0.3390311709
640	0.338893778
641	0.3387457808
642	0.3385680387
643	0.338371706
644	0.3382229578
645	0.337929924
646	0.3377673602
647	0.3376094803
648	0.3374057955
649	0.3371881428
650	0.3369858551
651	0.3367527524
652	0.336620339
653	0.3363762393
654	0.3361065673
655	0.3359467326
656	0.3357677707
657	0.3356704393
658	0.3355858345
659	0.3352905073
660	0.335089025
661	0.3348761775
662	0.3346937006
663	0.3344934647
664	0.3343019083
665	0.3340323691
666	0.3337991852
667	0.3335200414
668	0.3333688261
669	0.3331082068
670	0.3329489583
671	0.3325713177
672	0.3323961939
673	0.3322920104
674	0.3319766424
675	0.3317502181
676	0.3315674025
677	0.3314793553
678	0.331249778
679	0.3310163357
680	0.3307112954
681	0.3305334768
682	0.3302411863
683	0.3299526132
684	0.3298034452
685	0.3294986798
686	0.3292341961
687	0.3290406057
688	0.3289113937
689	0.3287291593
690	0.3286177485
691	0.3284685504
692	0.3281203406
693	0.3279060668
694	0.3277665556
695	0.3275250822
696	0.3272170719
697	0.3269572525
698	0.3266907582
699	0.3264982756
700	0.326317272
701	0.3260905639
702	0.325897338
703	0.3256914248
704	0.3256071971
705	0.3253670068
706	0.3252446106
707	0.3250504052
708	0.3248229063
709	0.3246327763
710	0.3245030803
711	0.3241530978
712	0.3238442581
713	0.3235927242
714	0.3234537453
715	0.3231899029
716	0.3230568737
717	0.3228385332
718	0.322666209
719	0.3224415037
720	0.322180365
721	0.3219404152
722	0.3217006292
723	0.3214609732
724	0.3212330321
725	0.3208919886
726	0.3207044129
727	0.3204071549
728	0.3201253138
729	0.319904384
730	0.3195647632
731	0.3193729305
732	0.3192888583
733	0.3191019175
734	0.3188525292
735	0.3186760583
736	0.3185584614
737	0.3183150262
738	0.3179864672
739	0.3178333246
740	0.3175982507
741	0.3173827364
742	0.3172204283
743	0.3169731311
744	0.3166756022
745	0.3164657177
746	0.3162127742
747	0.3159739505
748	0.3156862804
749	0.3154532025
750	0.3152761401
751	0.3150304982
752	0.3149030211
753	0.314608131
754	0.3144538749
755	0.3141795381
756	0.3139716983
757	0.313784351
758	0.3136103622
759	0.3134411047
760	0.3132824054
761	0.313031959
762	0.3128442534
763	0.3126795368
764	0.312395333
765	0.3122104334
766	0.3119800559
767	0.3117238205
768	0.3115354407
769	0.3113245806
770	0.311076716
771	0.3109536118
772	0.3107153802
773	0.310525596
774	0.3102343896
775	0.3100901367
776	0.3099878482
777	0.3097920981
778	0.3095382035
779	0.3093676822
780	0.3091456285
781	0.3090556544
782	0.3087755825
783	0.3085111276
784	0.3083275492
785	0.3081395432
786	0.3079389709
787	0.3077085399
788	0.3074318508
789	0.307348294
790	0.3070463188
791	0.3068555406
792	0.3065487051
793	0.3063391385
794	0.3061708365
795	0.3059541328
796	0.3057727973
797	0.3056197748
798	0.3055295836
799	0.3054192427
800	0.3053025898
801	0.3052059454
802	0.304863958
803	0.3048074862
804	0.3045399996
805	0.304392073
806	0.3042990906
807	0.3040230385
808	0.3038377809
809	0.3035969767
810	0.3034347681
811	0.3032017636
812	0.3029983541
813	0.3029516499
814	0.30265936
815	0.3024948798
816	0.3022416639
817	0.3020206008
818	0.3017370657
819	0.3015562875
820	0.3014698404
821	0.3012765468
822	0.3011311041
823	0.3010268462
824	0.3008554484
825	0.3006503102
826	0.3004530312
827	0.3003322561
828	0.3001989618
829	0.2998824281
830	0.2998319915
831	0.2995912834
832	0.2994737874
833	0.2992691362
834	0.2990724814
835	0.298873351
836	0.2986193302
837	0.2984900648
838	0.298256067
839	0.2980258563
840	0.2978431911
841	0.2976501984
842	0.297470333
843	0.2973350086
844	0.2970675009
845	0.2969099317
846	0.2967153834
847	0.2964711265
848	0.2962923142
849	0.2960663448
850	0.2958748259
851	0.2957109674
852	0.2955880048
853	0.2953320176
854	0.2952666657
855	0.295026961
856	0.2948996482
857	0.2946408149
858	0.2943155755
859	0.2940966621
860	0.2939726601
861	0.2937635418
862	0.2935580162
863	0.2933017281
864	0.2932149831
865	0.2930605926
866	0.2928355829
867	0.2925859363
868	0.2923951536
869	0.2921966499
870	0.2920033374
871	0.2918322623
872	0.2915780282
873	0.2914123781
874	0.2913010476
875	0.2911769387
876	0.29091832
877	0.2907884525
878	0.2906481405
879	0.2904354725
880	0.2903726643
881	0.2902263838
882	0.2901296807
883	0.2899737948
884	0.2896877819
885	0.2895321463
886	0.2894715341
887	0.2893688934
888	0.2891940637
889	0.2889866545
890	0.28885526
891	0.2887765273
892	0.2886462176
893	0.288422702
894	0.2882256204
895	0.2880806606
896	0.2879430276
897	0.2877218933
898	0.2875935849
899	0.2874177943
900	0.2871849784
901	0.2870277256
902	0.2867593782
903	0.2866002729
904	0.2864878601
905	0.2863062103
906	0.2862012675
907	0.2860222649
908	0.2858954908
909	0.2857197383
910	0.2856059211
911	0.2854483875
912	0.2852228111
913	0.2850265726
914	0.2849124338
915	0.2848623266
916	0.2846313042
917	0.2845005596
918	0.2843207228
919	0.2842133532
920	0.2839741654
921	0.2838443674
922	0.2837016211
923	0.2834812187
924	0.2834093772
925	0.2832197977
926	0.283049968
927	0.2829297256
928	0.2827312355
929	0.2824991701
930	0.2823507039
931	0.2821834344
932	0.2820622545
933	0.2819169342
934	0.281777614
935	0.281634499
936	0.281457811
937	0.281338062
938	0.281150966
939	0.2809762246
940	0.2808221551
941	0.2806944435
942	0.2805148996
943	0.2803464676
944	0.2802070882
945	0.2800273465
946	0.2799115284
947	0.2797511259
948	0.2796462012
949	0.2794763675
950	0.2793187059
951	0.2790716982
952	0.2789352398
953	0.2787877699
954	0.2785904084
955	0.2784668653
956	0.2783924076
957	0.2782202739
958	0.2781191103
959	0.2779376827
960	0.2777331007
961	0.2775472253
962	0.2773145522
963	0.2771792991
964	0.2770198591
965	0.2769273735
966	0.2768135257
967	0.276589133
968	0.2764165591
969	0.2763037155
970	0.2761199453
971	0.2759485848
972	0.2757589772
973	0.2756800285
974	0.2754648071
975	0.2752820073
976	0.2751551131
977	0.2750901847
978	0.2748788237
979	0.2746480995
980	0.2744532073
981	0.2743551419
982	0.2741307649
983	0.2738719169
984	0.2737810079
985	0.2735797379
986	0.2734340107
987	0.2732220888
988	0.2730526861
989	0.2728526429
990	0.2727261435
991	0.2725565596
992	0.2724479879
993	0.2722521745
994	0.2720195789
995	0.2718903605
996	0.2718483432
997	0.2716311382
998	0.2714433382
999	0.2712589216
